2016-11-11 17:59:03,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 17:59:05,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 17:59:07,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 17:59:11,138.174.117.190(logbox_mac),3(selected_proj_id),127.0.0.1
2016-11-11 17:59:13,138.174.117.190(logbox_mac),8(selected_proj_id),127.0.0.1
2016-11-11 17:59:26,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 17:59:35,138.174.117.190(logbox_mac),4(selected_proj_id),127.0.0.1
2016-11-11 17:59:43,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 17:59:45,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 17:59:48,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 17:59:59,138.174.117.190(logbox_mac),3(selected_proj_id),127.0.0.1
2016-11-11 18:12:36,138.174.117.190(logbox_mac),8(selected_proj_id),127.0.0.1
2016-11-11 18:13:04,138.174.117.190(logbox_mac),7(selected_proj_id),127.0.0.1
2016-11-11 18:13:06,138.174.117.190(logbox_mac),5(selected_proj_id),127.0.0.1
2016-11-11 18:13:08,138.174.117.190(logbox_mac),3(selected_proj_id),127.0.0.1
2016-11-11 18:13:10,138.174.117.190(logbox_mac),4(selected_proj_id),127.0.0.1
2016-11-11 18:27:08,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 18:28:18,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 18:28:23,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 18:28:26,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 18:28:28,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 18:28:30,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 18:50:50,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:50:55,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:54:54,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:55:18,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:55:48,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:56:01,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 18:56:12,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 18:56:35,138.174.117.190(logbox_mac),9(-1),127.0.0.1
2016-11-11 19:14:14,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 19:17:37,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 19:17:42,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 19:17:44,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 19:17:50,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 19:17:53,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 19:17:57,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 19:18:07,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 19:18:44,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 19:18:49,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:25:24,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:25:30,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 20:25:33,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:25:35,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:27:30,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:27:35,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:27:40,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:29:10,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:29:13,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:29:44,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:29:47,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:29:49,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:31:47,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:31:49,138.174.117.190(logbox_mac),8(selected_proj_id),127.0.0.1
2016-11-11 20:32:17,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:33:01,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:34:07,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:44:45,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:44:51,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:44:54,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:45:02,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 20:45:04,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:45:10,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:47:00,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:47:03,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 20:47:05,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:47:07,138.174.117.190(logbox_mac),-1(selected_proj_id),127.0.0.1
2016-11-11 20:47:11,138.174.117.190(logbox_mac),0(selected_proj_id),127.0.0.1
2016-11-11 20:47:13,138.174.117.190(logbox_mac),2(selected_proj_id),127.0.0.1
2016-11-11 20:47:14,138.174.117.190(logbox_mac),1(selected_proj_id),127.0.0.1
2016-11-11 20:58:44,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:56,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:57,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:58,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:58,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:59,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:59,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:59,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 20:59:59,138.174.117.190(logbox_mac),-1(selected_proj_id),::1
2016-11-11 23:14:44,138.174.117.190(logbox_mac),-1(selected_proj_id),213.144.156.204
2016-11-12 21:04:05,138.174.117.190(logbox_mac),-1(selected_proj_id),213.144.156.204
2016-11-12 21:04:09,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:04:13,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:04:16,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
2016-11-12 21:04:18,138.174.117.190(logbox_mac),-1(selected_proj_id),213.144.156.204
2016-11-12 21:30:59,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:31:01,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:31:03,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
2016-11-12 21:31:04,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:31:07,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
2016-11-12 21:31:09,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:31:14,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:31:16,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
2016-11-12 21:31:18,138.174.117.190(logbox_mac),-1(selected_proj_id),213.144.156.204
2016-11-12 21:32:44,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:36:55,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:36:58,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:37:00,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
2016-11-12 21:37:01,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:37:08,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:37:54,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:37:56,138.174.117.190(logbox_mac),2(selected_proj_id),213.144.156.204
2016-11-12 21:37:58,138.174.117.190(logbox_mac),0(selected_proj_id),213.144.156.204
2016-11-12 21:38:00,138.174.117.190(logbox_mac),1(selected_proj_id),213.144.156.204
